qid,rid,match
Q28939,R003961,1
Q16493,R686768,1
Q05333,R309270,0
Q14657,R259294,1
Q29756,R004782,1
Q17159,R638324,0
Q10358,R510197,0
Q00933,R841805,0
Q09476,R259577,0
Q11146,R927571,1
Q19530,R636446,0
Q03785,R598946,0
Q01413,R717340,0
Q23603,R470988,0
Q12281,R317157,0
Q28955,R003977,1
Q22044,R548748,1
Q12530,R169174,0
Q24867,R367885,0
Q27631,R002643,1
Q13962,R544321,1
Q29684,R004710,1
Q30657,R005687,1
Q16863,R682762,0
Q13337,R464275,1
Q18633,R136972,1
Q12936,R367941,0
Q14968,R273903,0
Q04610,R750660,1
Q03932,R796027,0
Q25596,R000600,1
Q08650,R024779,1
Q22222,R734032,0
Q26063,R001069,1
Q06902,R922773,0
Q24346,R344679,1
Q01766,R074092,0
Q25489,R000493,1
Q04122,R614115,0
Q06095,R548996,1
Q22850,R579952,0
Q22067,R729114,1
Q28730,R003750,1
Q11082,R276975,0
Q26553,R001561,1
Q29135,R004157,1
Q24387,R048208,1
Q06113,R179793,1
Q29414,R004438,1
Q22643,R833031,0
Q02939,R934293,1
Q11803,R647654,0
Q02344,R558360,0
Q01397,R004804,0
Q16142,R742834,0
Q11246,R453107,0
Q18380,R746514,0
Q00285,R555078,0
Q25433,R000437,1
Q18969,R962612,0
Q20079,R922503,0
Q05639,R528332,0
Q07377,R034580,1
Q10020,R292915,0
Q24791,R656462,0
Q02132,R609760,1
Q03486,R997682,0
Q17717,R903353,1
Q26375,R001383,1
Q29058,R004080,1
Q12465,R303742,0
Q18705,R124383,0
Q11208,R837631,0
Q04649,R651587,0
Q19381,R670510,1
Q14470,R117885,1
Q29551,R004576,1
Q04161,R268439,1
Q28035,R003052,1
Q26207,R001214,1
Q15857,R660411,0
Q19180,R755960,1
Q01346,R178047,0
Q12584,R860908,0
Q16143,R260924,1
Q12857,R846961,0
Q18616,R056065,0
Q27634,R002646,1
Q11733,R311287,1
Q05618,R979763,1
Q22603,R562533,1
Q14562,R041480,0
Q15510,R635974,0
Q03959,R124958,1
Q21637,R048941,0
Q05096,R421299,0
Q01845,R860023,0
Q08565,R139400,1
Q14884,R619202,1
Q09934,R390956,0
Q22119,R452738,0
Q12858,R850532,0
Q19371,R713329,0
Q18678,R859277,0
Q30172,R005200,1
Q28700,R003719,1
Q02410,R093070,0
Q28777,R003797,1
Q04764,R852690,0
Q12234,R859336,1
Q28169,R003187,1
Q16808,R387041,0
Q25528,R000532,1
Q15017,R723097,0
Q28833,R003853,1
Q01101,R308459,0
Q06784,R294127,0
Q25576,R000580,1
Q00255,R391242,1
Q00332,R021838,0
Q13085,R015735,0
Q08655,R250649,0
Q08370,R896653,0
Q23011,R154876,1
Q26177,R001184,1
Q28535,R003554,1
Q23061,R000697,0
Q06645,R311593,0
Q25339,R000342,1
Q07538,R169513,0
Q04367,R985409,1
Q20978,R807312,0
Q13941,R859035,0
Q00580,R120377,0
Q26389,R001397,1
Q11073,R491552,1
Q08395,R472264,0
Q00809,R386079,0
Q12873,R834006,1
Q06210,R050585,0
Q13009,R332964,1
Q13686,R368499,0
Q24203,R657754,0
Q11756,R213725,0
Q06442,R165184,0
Q10415,R100851,0
Q02919,R166163,0
Q12688,R942639,0
Q03279,R553835,0
Q29056,R004078,1
Q05059,R649476,0
Q27168,R002180,1
Q16660,R841134,0
Q01511,R721123,0
Q21374,R803490,0
Q09719,R237973,1
Q02727,R088280,0
Q16032,R496129,0
Q30310,R005339,1
Q10497,R804056,0
Q01020,R333771,0
Q18136,R982034,1
Q16979,R032417,0
Q02732,R074868,0
Q11921,R630092,0
Q15057,R421852,1
Q28503,R003522,1
Q04209,R196985,0
Q25249,R000252,1
Q12406,R696574,0
Q17049,R573158,0
Q01152,R109078,1
Q14681,R623544,0
Q15180,R706691,0
Q12342,R379450,1
Q18830,R079931,0
Q17349,R192026,1
Q24261,R016446,0
Q11651,R311836,1
Q09282,R106386,1
Q08559,R020188,1
Q26159,R001166,1
Q25813,R000818,1
Q06594,R894236,0
Q02575,R131724,0
Q30515,R005545,1
Q20191,R517999,0
Q06604,R325156,0
Q25057,R000058,1
Q27556,R002568,1
Q05523,R328432,1
Q18778,R360762,0
Q04234,R655507,0
Q11753,R209534,0
Q02285,R418349,0
Q18016,R515408,0
Q14901,R025691,0
Q14990,R349097,1
Q26604,R001612,1
Q14025,R004486,0
Q09397,R607710,0
Q06364,R689613,0
Q28971,R003993,1
Q00567,R853022,1
Q13797,R056849,0
Q05426,R516599,1
Q14124,R134161,0
Q04955,R393402,0
Q03967,R648224,0
Q19033,R032981,0
Q08328,R878679,0
Q30451,R005480,1
Q10041,R404934,0
Q30338,R005367,1
Q23004,R044205,1
Q07915,R716549,0
Q21523,R607467,0
Q23496,R906730,0
Q19325,R879028,0
Q06149,R003736,0
Q13899,R087414,0
Q27820,R002835,1
Q07344,R367518,0
Q13084,R608106,1
Q21581,R364220,0
Q05877,R688772,0
Q26519,R001527,1
Q02896,R133099,0
Q13161,R402856,0
Q05670,R895440,1
Q23548,R549043,1
Q30458,R005487,1
Q22208,R355873,1
Q02515,R796338,1
Q12291,R893726,0
Q00321,R398226,0
Q10214,R209221,1
Q29222,R004244,1
Q01087,R263735,1
Q09599,R725459,0
Q09328,R212908,0
Q16084,R795159,0
Q18531,R142857,1
Q03768,R638524,0
Q14310,R287223,0
Q09457,R980601,1
Q25354,R000357,1
Q27726,R002740,1
Q26863,R001872,1
Q05708,R276022,0
Q05837,R050910,0
Q00494,R005466,0
Q03265,R966786,0
Q19555,R409884,0
Q17018,R965545,0
Q25790,R000795,1
Q25436,R000440,1
Q21781,R233057,1
Q11965,R884582,0
Q02090,R013665,0
Q05598,R768840,1
Q25661,R000665,1
Q12124,R417662,0
Q25634,R000638,1
Q10679,R052375,1
Q12868,R496440,1
Q07951,R634324,0
Q03751,R141028,0
Q11440,R199828,1
Q24028,R986381,0
Q29776,R004802,1
Q24228,R475942,1
Q14846,R627893,0
Q13848,R694177,1
Q09386,R605023,1
Q27171,R002183,1
Q18098,R127522,0
Q00591,R218840,0
Q28015,R003032,1
Q01034,R775358,0
Q03494,R918329,1
Q21060,R015862,1
Q25733,R000737,1
Q20682,R354726,1
Q24676,R519669,0
Q06824,R814908,0
Q12391,R568782,0
Q06752,R063166,0
Q30586,R005616,1
Q15760,R214630,0
Q20865,R188805,0
Q27721,R002735,1
Q01802,R973830,0
Q07813,R623050,0
Q23638,R194453,0
Q19027,R384217,1
Q26490,R001498,1
Q29130,R004152,1
Q04900,R659757,0
Q29410,R004434,1
Q20695,R409028,1
Q29251,R004273,1
Q28889,R003909,1
Q24105,R730216,0
Q14458,R997460,1
Q28113,R003130,1
Q10379,R036137,0
Q26345,R001352,1
Q05124,R919660,1
Q02179,R040815,0
Q03696,R132760,0
Q11041,R524103,0
Q01110,R797368,0
Q10911,R017072,1
Q09163,R303947,1
Q22202,R362405,0
Q30644,R005674,1
Q02979,R424535,0
Q10217,R497774,0
Q25951,R000957,1
Q22168,R774231,0
Q17972,R993068,1
Q17894,R261774,0
Q08905,R578041,1
Q26910,R001919,1
Q28907,R003928,1
Q11470,R307745,0
Q11359,R896481,1
Q07123,R037108,0
Q27825,R002840,1
Q10964,R214363,1
Q29901,R004928,1
Q20363,R681457,0
Q22936,R101711,0
Q25892,R000898,1
Q14119,R264912,0
Q06592,R397087,0
Q11706,R185096,1
Q09580,R277526,0
Q28860,R003880,1
Q01896,R430516,1
Q25006,R000006,1
Q10044,R649360,1
Q01955,R739499,0
Q07786,R842529,1
Q26915,R001924,1
Q29690,R004716,1
Q17256,R604885,1
Q02435,R889203,0
Q29004,R004026,1
Q17749,R037924,0
Q24978,R043792,1
Q29808,R004834,1
Q05580,R893188,0
Q11369,R676565,1
Q23514,R339803,0
Q05127,R218467,1
Q30115,R005143,1
Q30034,R005061,1
Q07652,R120466,0
Q00205,R135564,1
Q18119,R821599,1
Q19653,R215740,1
Q10619,R701188,1
Q11192,R113955,0
Q12795,R187651,0
Q27295,R002307,1
Q29047,R004069,1
Q26077,R001084,1
Q27095,R002105,1
Q13120,R827852,0
Q20083,R553404,0
Q13955,R463829,0
Q11154,R986867,1
Q29014,R004036,1
Q16654,R013766,1
Q26928,R001937,1
Q17846,R611200,0
Q18525,R243000,0
Q01752,R016653,1
Q29431,R004455,1
Q08944,R922370,0
Q15413,R022166,0
Q03651,R108174,0
Q26543,R001551,1
Q14540,R280018,1
Q08322,R271435,0
Q28244,R003262,1
Q22706,R785839,0
Q25995,R001001,1
Q11725,R348074,0
Q13236,R085402,0
Q21664,R474936,0
Q27042,R002051,1
Q06451,R316868,0
Q24299,R967754,0
Q14945,R775319,0
Q19022,R679959,0
Q26422,R001430,1
Q19978,R889242,1
Q13599,R692450,0
Q22188,R640492,0
Q25224,R000227,1
Q15903,R533682,1
Q03399,R519909,1
Q25973,R000979,1
Q07521,R558609,0
Q16984,R969599,0
Q27172,R002184,1
Q28994,R004016,1
Q09826,R241486,0
Q06003,R218976,1
Q15392,R821809,0
Q11141,R320504,0
Q02151,R887456,1
Q11422,R791532,1
Q05357,R088916,0
Q28437,R003455,1
Q12720,R258052,0
Q14833,R163703,0
Q02685,R669398,0
Q06162,R189252,1
Q20633,R549912,1
Q06065,R028172,0
Q27296,R002308,1
Q19608,R409041,0
Q27944,R002960,1
Q16540,R339898,0
Q12300,R190706,0
Q24255,R930037,0
Q02208,R083296,0
Q20326,R852383,0
Q02509,R669031,1
Q11641,R443196,0
Q28776,R003796,1
Q10604,R724356,0
Q28240,R003258,1
Q19034,R492690,1
Q10107,R001577,0
Q03878,R319543,0
Q05400,R000038,0
Q22053,R130010,0
Q03901,R135931,0
Q21931,R503379,0
Q01488,R549250,0
Q29653,R004679,1
Q01434,R957539,1
Q24373,R575433,1
Q25391,R000394,1
Q26253,R001260,1
Q28656,R003675,1
Q12471,R114975,0
Q17441,R624889,0
Q21201,R272367,0
Q28510,R003529,1
Q16894,R112602,1
Q17849,R139525,1
Q21431,R958024,0
Q04457,R971000,0
Q03314,R387311,0
Q08771,R938203,1
Q15239,R691332,0
Q18861,R232024,0
Q23147,R088131,1
Q30498,R005528,1
Q23134,R484506,0
Q29769,R004795,1
Q30090,R005118,1
Q29352,R004376,1
Q26070,R001077,1
Q17023,R998791,1
Q23581,R892461,0
Q18624,R545690,1
Q13030,R233210,0
Q27332,R002344,1
Q00689,R286623,0
Q10699,R111436,0
Q04891,R757778,1
Q25000,R000000,1
Q03284,R666467,1
Q15314,R676935,0
Q17776,R571156,0
Q09837,R804485,0
Q02594,R782541,0
Q27629,R002641,1
Q13497,R734114,0
Q16367,R032340,0
Q13376,R203509,0
Q03605,R763292,1
Q29526,R004551,1
Q20470,R227603,1
Q04167,R167225,1
Q25177,R000180,1
Q23569,R349433,0
Q07005,R685940,1
Q20464,R942171,0
Q14018,R251561,0
Q10828,R584534,0
Q17186,R367658,0
Q08870,R659221,0
Q28595,R003614,1
Q23625,R180778,0
Q11578,R066944,0
Q18402,R457339,1
Q02443,R167194,0
Q12542,R957422,1
Q05438,R532982,0
Q26650,R001658,1
Q08738,R551797,0
Q20448,R044834,0
Q09298,R634612,0
Q15513,R948747,0
Q07721,R195996,0
Q20996,R760760,1
Q06865,R084090,1
Q09510,R047674,0
Q10762,R338214,0
Q10318,R548822,1
Q09557,R409292,0
Q28967,R003989,1
Q15386,R747587,1
Q19520,R694448,1
Q13392,R005324,1
Q00261,R511462,0
Q11914,R389280,1
Q10892,R459062,0
Q05636,R277516,0
Q27952,R002969,1
Q07420,R175128,1
Q09184,R228181,0
Q20430,R524823,1
Q14745,R079249,1
Q14387,R483883,1
Q27050,R002059,1
Q28643,R003662,1
Q09409,R661056,1
Q01782,R597820,1
Q10308,R325888,1
Q01109,R877317,1
Q24276,R931263,0
Q20935,R111820,0
Q24529,R685090,0
Q02194,R969349,1
Q09652,R465906,0
Q28265,R003283,1
Q30469,R005498,1
Q18226,R055593,1
Q02485,R856263,0
Q26489,R001497,1
Q22931,R993560,0
Q13279,R674381,1
Q29284,R004307,1
Q07668,R263126,0
Q21659,R610047,1
Q07063,R815835,1
Q13240,R807796,0
Q12108,R650935,0
Q15400,R814285,0
Q01183,R173806,1
Q07033,R953485,0
Q02687,R574962,0
Q26732,R001740,1
Q03916,R496852,1
Q23040,R954285,0
Q05286,R197601,0
Q27738,R002752,1
Q11227,R305497,1
Q21319,R955105,0
Q27457,R002469,1
Q06258,R211809,1
Q09949,R786631,0
Q00100,R717966,0
Q23649,R014678,1
Q25409,R000413,1
Q06521,R886774,0
Q00575,R041099,0
Q27793,R002807,1
Q06393,R110804,0
Q30471,R005500,1
Q09310,R386970,0
Q13052,R991902,0
Q29889,R004916,1
Q04142,R931615,0
Q30201,R005229,1
Q21758,R603544,1
Q04345,R708841,0
Q08891,R158813,1
Q10237,R991036,1
Q29935,R004962,1
Q00365,R788058,1
Q26413,R001421,1
Q29155,R004177,1
Q30543,R005573,1
Q26905,R001914,1
Q06347,R338879,0
Q23115,R790977,1
Q19341,R805818,1
Q22569,R981771,0
Q09927,R337665,0
Q25502,R000506,1
Q06325,R118542,0
Q12032,R625331,0
Q04633,R892104,1
Q23676,R667830,1
Q21115,R444559,1
Q28001,R003018,1
Q07252,R190496,0
Q01778,R444240,0
Q22952,R389197,1
Q16612,R623630,0
Q29418,R004442,1
Q04552,R496533,0
Q16895,R978651,0
Q17918,R290241,1
Q19634,R862729,1
Q17680,R999194,0
Q12689,R984264,0
Q27304,R002316,1
Q22240,R566830,1
Q30162,R005190,1
Q11126,R183283,0
Q30079,R005107,1
Q08817,R232620,1
Q00543,R853634,0
Q10715,R309991,0
Q20928,R813585,0
Q25763,R000767,1
Q12044,R591351,1
Q01278,R584789,1
Q19750,R951996,0
Q15135,R151908,0
Q30124,R005152,1
Q18317,R857108,0
Q25041,R000041,1
Q00761,R566062,0
Q02476,R264322,0
Q05368,R877292,0
Q12923,R549452,0
Q05769,R278234,0
Q04843,R393056,1
Q25162,R000164,1
Q15671,R748628,0
Q13992,R654544,0
Q20292,R111783,0
Q02268,R800403,1
Q06591,R130922,0
Q15777,R647497,1
Q10922,R086898,0
Q28857,R003877,1
Q14502,R076983,1
Q06965,R976813,1
Q29721,R004747,1
Q25935,R000941,1
Q23323,R524678,0
Q23489,R466749,0
Q15780,R455330,1
Q28048,R003065,1
Q00525,R473755,1
Q04667,R294463,1
Q11781,R459135,0
Q07361,R762686,0
Q03694,R312755,0
Q20575,R891054,0
Q05932,R060194,0
Q11913,R137656,1
Q13539,R404495,0
Q13115,R895588,0
Q03264,R824861,0
Q12815,R595094,0
Q13037,R777049,1
Q15922,R596351,0
Q16502,R347523,1
Q13836,R487647,0
Q12041,R206931,0
Q21915,R959532,0
Q02550,R281895,1
Q19248,R426656,1
Q05882,R830759,0
Q04538,R357871,0
Q17980,R018317,0
Q18139,R499359,0
Q21061,R990001,1
Q02769,R465200,0
Q30663,R005693,1
Q12550,R523527,0
Q19735,R235470,0
Q16354,R599991,1
Q05171,R702882,1
Q30155,R005183,1
Q04972,R193275,0
Q14381,R848134,1
Q05625,R335325,0
Q25431,R000435,1
Q13891,R623563,1
Q30013,R005040,1
Q27522,R002534,1
Q15714,R536982,1
Q00042,R542635,0
Q26877,R001886,1
Q07565,R217512,0
Q15284,R718660,0
Q28854,R003874,1
Q29530,R004555,1
Q20616,R767367,0
Q00514,R394110,1
Q05443,R882360,0
Q17250,R914997,0
Q18425,R052551,1
Q04945,R858315,0
Q04935,R475237,0
Q07221,R790934,1
Q01751,R450222,0
Q06152,R183732,0
Q13853,R711569,0
Q17508,R970953,0
Q04640,R826416,1
Q25516,R000520,1
Q14977,R094137,1
Q12658,R400999,1
Q16722,R342822,0
Q08932,R824326,0
Q23408,R620626,0
Q07089,R808174,0
Q09133,R700920,1
Q29916,R004943,1
Q24023,R610531,0
Q12437,R788558,0
Q27279,R002291,1
Q19715,R928675,0
Q11911,R764938,1
Q06815,R484752,0
Q30341,R005370,1
Q29960,R004987,1
Q04872,R015986,1
Q27265,R002277,1
Q23512,R356398,1
Q16807,R908089,0
Q15506,R290498,0
Q06497,R608993,0
Q19182,R154032,0
Q30342,R005371,1
Q15769,R675032,0
Q21624,R109574,0
Q06167,R913375,1
Q03041,R118611,0
Q21798,R134866,0
Q03926,R896017,0
Q09536,R006387,1
Q09528,R254649,1
Q28841,R003861,1
Q10745,R779744,1
Q24636,R532690,0
Q13459,R115215,0
Q18219,R067950,0
Q21986,R689768,0
Q06268,R776710,0
Q03236,R985829,0
Q04662,R808035,0
Q26912,R001921,1
Q11621,R045384,1
Q04107,R989306,0
Q27161,R002173,1
Q14902,R741466,0
Q29230,R004252,1
Q02087,R601936,0
Q28446,R003464,1
Q19042,R935977,1
Q07171,R596397,0
Q30128,R005156,1
Q28647,R003666,1
Q13786,R243135,0
Q26072,R001079,1
Q22403,R827593,1
Q30351,R005380,1
Q30024,R005051,1
Q08497,R984108,0
Q03050,R818138,1
Q18487,R366812,0
Q11374,R034010,0
Q05768,R678660,0
Q25117,R000119,1
Q29927,R004954,1
Q26000,R001006,1
Q27799,R002813,1
Q11972,R821708,0
Q09274,R896458,0
Q25448,R000452,1
Q29313,R004337,1
Q27584,R002596,1
Q08813,R141879,0
Q30335,R005364,1
Q14463,R967328,1
Q00159,R835172,0
Q05232,R825810,1
Q22013,R043044,0
Q11367,R053140,1
Q04917,R264660,1
Q27276,R002288,1
Q14958,R112237,1
Q05238,R596836,0
Q06708,R293556,0
Q28083,R003100,1
Q02710,R930951,1
Q07740,R220830,1
Q04743,R035426,0
Q15120,R119087,0
Q17101,R509915,0
Q23024,R956569,1
Q15731,R651396,0
Q29918,R004945,1
Q09586,R613123,1
Q03467,R873844,0
Q01962,R903641,1
Q23363,R293328,0
Q00991,R930054,1
Q25854,R000860,1
Q30295,R005323,1
Q29485,R004510,1
Q21763,R261392,0
Q06445,R818108,0
Q28278,R003296,1
Q29572,R004597,1
Q07878,R901639,0
Q24929,R460297,1
Q06941,R826034,0
Q26106,R001113,1
Q24372,R262134,1
Q28097,R003114,1
Q05263,R835585,1
Q27734,R002748,1
Q17151,R626434,0
Q00652,R416618,1
Q28256,R003274,1
Q10355,R172018,0
Q26518,R001526,1
Q20577,R167175,0
Q08323,R834109,1
Q27585,R002597,1
Q26791,R001800,1
Q29639,R004665,1
Q13822,R943818,1
Q11172,R921155,0
Q07177,R337879,0
Q29332,R004356,1
Q06800,R874170,1
Q14209,R454306,0
Q19563,R558511,0
Q30197,R005225,1
Q29141,R004163,1
Q22254,R488616,0
Q17657,R439842,0
Q12572,R136436,1
Q06695,R321738,1
Q26045,R001051,1
Q25940,R000946,1
Q19271,R228637,0
Q17992,R814392,1
Q26172,R001179,1
Q26059,R001065,1
Q27294,R002306,1
Q28243,R003261,1
Q27906,R002921,1
Q23398,R877663,0
Q16233,R121730,0
Q01536,R635106,0
Q13840,R120290,0
Q26321,R001328,1
Q03270,R354166,0
Q12883,R077374,0
Q13949,R741461,0
Q26183,R001190,1
Q14900,R693230,0
Q18574,R359505,0
Q05668,R886739,0
Q04986,R871474,0
Q02967,R581766,0
Q25880,R000886,1
Q05637,R537358,0
Q14619,R867342,0
Q17574,R469218,1
Q28578,R003597,1
Q04867,R876569,0
Q23738,R831521,1
Q18932,R497206,0
Q27370,R002382,1
Q17522,R288840,1
Q04062,R065317,1
Q13042,R247778,0
Q15460,R226873,0
Q03997,R478437,0
Q22935,R700073,0
Q19249,R044204,0
Q28789,R003809,1
Q18798,R889633,1
Q20085,R378287,0
Q21757,R965640,1
Q07267,R864384,0
Q05513,R793985,0
Q12409,R583159,1
Q30208,R005236,1
Q29084,R004106,1
Q15301,R028154,0
Q17252,R775417,0
Q22646,R751128,0
Q19567,R670600,0
Q23370,R781422,0
Q23707,R482442,0
Q29862,R004888,1
Q24837,R000045,1
Q11770,R774551,1
Q05986,R318699,1
Q01459,R593170,0
Q20341,R257210,0
Q03143,R342474,0
Q04447,R892554,0
Q16736,R107601,1
Q15523,R042540,0
Q27829,R002844,1
Q18088,R030770,0
Q29285,R004308,1
Q01749,R234142,0
Q20688,R553050,0
Q11119,R017793,1
Q18074,R939758,0
Q06609,R132973,0
Q06527,R425352,1
Q05436,R457499,1
Q06257,R033376,1
Q11681,R383825,0
Q17306,R320369,0
Q27806,R002821,1
Q25386,R000389,1
Q16802,R389477,0
Q04936,R486918,1
Q21943,R704302,1
Q17344,R667729,0
Q03164,R453307,0
Q12790,R798017,1
Q07640,R838636,0
Q23802,R460838,0
Q11210,R224019,1
Q19187,R747605,1
Q10492,R387986,1
Q10735,R669579,0
Q19317,R983109,1
Q26805,R001814,1
Q25406,R000410,1
Q28277,R003295,1
Q07859,R375097,0
Q06413,R775992,1
Q10890,R910287,1
Q16323,R507971,1
Q29575,R004600,1
Q03393,R171897,1
Q14160,R954461,0
Q12609,R259776,0
Q06684,R620762,0
Q16857,R554541,0
Q18460,R385539,0
Q23399,R000212,0
Q13142,R626254,1
Q24011,R204198,0
Q15568,R846699,1
Q30564,R005594,1
Q20436,R777023,0
Q14815,R400056,1
Q06919,R700731,1
Q03403,R018695,0
Q29411,R004435,1
Q17071,R889725,0
Q18591,R170116,0
Q16297,R018856,0
Q07277,R103511,0
Q29436,R004460,1
Q30369,R005398,1
Q18146,R181826,1
Q07424,R931553,0
Q07354,R136047,1
Q10621,R742624,0
Q07563,R389610,0
Q26668,R001676,1
Q21680,R681564,0
Q00417,R393143,0
Q01142,R975977,0
Q24447,R873078,0
Q22651,R269966,0
Q00462,R101405,0
Q18133,R922654,0
Q12219,R582840,0
Q26715,R001723,1
Q05483,R029097,0
Q21497,R542622,1
Q25897,R000903,1
Q06086,R158056,1
Q27657,R002669,1
Q07584,R332778,0
Q27129,R002140,1
Q08850,R390493,0
Q08353,R422357,0
Q27515,R002527,1
Q09008,R080531,1
Q24495,R163614,1
Q07633,R880400,0
Q20968,R647523,0
Q30082,R005110,1
Q23223,R140888,1
Q18800,R300565,1
Q13965,R679027,1
Q26288,R001295,1
Q01133,R709633,0
Q00992,R102147,0
Q27492,R002504,1
Q30165,R005193,1
Q13788,R923576,1
Q13443,R235127,0
Q26817,R001826,1
Q29181,R004203,1
Q14588,R022944,0
Q26925,R001934,1
Q00450,R152537,1
Q14023,R008944,0
Q15547,R774970,0
Q12450,R866545,0
Q08730,R765847,0
Q18188,R379071,0
Q21816,R305863,1
Q26086,R001093,1
Q28395,R003413,1
Q18339,R312813,1
Q29989,R005016,1
Q28077,R003094,1
Q24810,R617024,0
Q11015,R496836,0
Q00966,R838707,1
Q14243,R683641,0
Q12878,R776568,0
Q07180,R021055,1
Q26686,R001694,1
Q27896,R002911,1
Q28912,R003933,1
Q15946,R347421,0
Q21462,R947339,1
Q24377,R385542,0
Q19068,R928059,0
Q16803,R754776,0
Q17296,R736227,0
Q12717,R822977,0
Q30354,R005383,1
Q02543,R269494,1
Q03587,R587722,1
Q22277,R083649,0
Q25404,R000408,1
Q03157,R147685,0
Q16499,R946471,0
Q21707,R863916,0
Q01575,R519215,0
Q24541,R182177,0
Q21504,R930137,0
Q22944,R782934,0
Q10078,R330295,1
Q28124,R003141,1
Q17629,R703136,0
Q21257,R451239,0
Q16398,R198964,0
Q28493,R003512,1
Q02598,R471346,1
Q02372,R764188,0
Q27225,R002237,1
Q06716,R561412,1
Q08841,R763202,1
Q26511,R001519,1
Q13412,R970463,0
Q16242,R459215,1
Q03672,R975311,0
Q30258,R005286,1
Q25302,R000305,1
Q26544,R001552,1
Q27491,R002503,1
Q24403,R225366,0
Q16426,R244742,0
Q03799,R328740,0
Q25055,R000056,1
Q14536,R789882,0
Q10125,R445308,0
Q00387,R285879,0
Q01432,R453941,1
Q08475,R346926,0
Q29392,R004416,1
Q22135,R286723,0
Q01522,R556991,1
Q01134,R147358,1
Q10703,R805565,0
Q05306,R013756,1
Q11478,R635094,0
Q12089,R191816,0
Q01306,R278921,0
Q20602,R178890,0
Q07506,R420550,1
Q27391,R002403,1
Q09582,R513964,0
Q05170,R703622,1
Q05164,R530492,1
Q15363,R829122,1
Q21337,R295154,1
Q20000,R093045,1
Q10944,R817400,0
Q13652,R533914,0
Q29218,R004240,1
Q15555,R544067,0
Q01859,R794618,0
Q16229,R673977,0
Q21583,R525693,0
Q15493,R995196,0
Q27891,R002906,1
Q17407,R139492,1
Q22353,R705112,1
Q17336,R729068,1
Q25401,R000405,1
Q28120,R003137,1
Q15711,R616046,0
Q28315,R003333,1
Q28873,R003893,1
Q18820,R823311,0
Q04903,R290278,0
Q09110,R134789,0
Q01223,R403702,0
Q20220,R856369,1
Q00051,R645759,1
Q29662,R004688,1
Q30530,R005560,1
Q06346,R871677,0
Q02184,R523537,1
Q25626,R000630,1
Q30199,R005227,1
Q05072,R377522,0
Q18289,R435740,0
Q08583,R815341,1
Q27338,R002350,1
Q14748,R778414,0
Q21302,R246401,0
Q27860,R002875,1
Q10833,R778518,0
Q20931,R507852,0
Q14436,R709127,1
Q19737,R084608,0
Q08051,R481376,0
Q23012,R872515,1
Q26222,R001229,1
Q12468,R345526,1
Q23703,R761669,0
Q11083,R664642,1
Q03290,R345912,0
Q25562,R000566,1
Q25441,R000445,1
Q28714,R003733,1
Q24221,R683263,0
Q08216,R214992,0
Q12979,R611827,1
Q17523,R191381,0
Q25958,R000964,1
Q14714,R114205,1
Q12150,R486240,0
Q30182,R005210,1
Q16111,R402224,0
Q12925,R111939,0
Q01645,R182673,0
Q04916,R326341,0
Q19304,R070711,0
Q07130,R048124,1
Q30123,R005151,1
Q21073,R566316,1
Q27312,R002324,1
Q14425,R819373,1
Q06251,R511458,0
Q10389,R732982,1
Q03539,R510994,0
Q17773,R562053,1
Q20587,R989347,0
Q25849,R000855,1
Q15761,R034254,1
Q24312,R290690,0
Q04002,R484940,0
Q08280,R899354,0
Q30141,R005169,1
Q24551,R007460,1
Q00892,R448267,0
Q04409,R141799,0
Q08242,R723553,1
Q16887,R681482,1
Q22179,R580502,0
Q07701,R046826,0
Q23215,R746191,0
Q14761,R827919,1
Q08498,R718425,0
Q18414,R300349,0
Q03982,R981228,0
Q24526,R101931,1
Q16204,R374480,0
Q02434,R300689,0
Q01295,R197909,0
Q20708,R848442,1
Q03824,R764585,1
Q23930,R871373,0
Q19887,R755480,0
Q19825,R358643,0
Q21578,R939375,0
Q29558,R004583,1
Q28483,R003502,1
Q15541,R611377,0
Q03184,R556598,0
Q18997,R267457,1
Q25764,R000768,1
Q29726,R004752,1
Q28618,R003637,1
Q15918,R721506,0
Q27229,R002241,1
Q23403,R997176,1
Q09394,R837659,1
Q22189,R147268,0
Q24665,R889488,0
Q09208,R420374,0
Q05181,R207916,0
Q12286,R805791,0
Q12587,R211603,1
Q09284,R616614,1
Q25893,R000899,1
Q14780,R103836,0
Q23544,R345860,0
Q05142,R680023,0
Q17635,R185217,0
Q19220,R012737,0
Q28161,R003179,1
Q27498,R002510,1
Q09984,R201122,0
Q16284,R072555,0
Q00691,R664460,0
Q02377,R036488,0
Q23650,R481730,0
Q06352,R799386,0
Q27866,R002881,1
Q01469,R142157,0
Q14488,R036060,1
Q06355,R384039,0
Q20171,R985494,1
Q00635,R070830,0
Q10068,R386712,1
Q26268,R001275,1
Q05586,R950178,0
Q19366,R934664,0
Q19903,R505119,0
Q26427,R001435,1
Q00250,R264650,0
Q25184,R000187,1
Q30326,R005355,1
Q09752,R006807,0
Q28033,R003050,1
Q19716,R843504,1
Q20857,R636955,0
Q16978,R356866,1
Q19390,R264856,0
Q28890,R003910,1
Q14422,R330086,0
Q20502,R339779,1
Q28476,R003495,1
Q09695,R804809,0
Q26607,R001615,1
Q18441,R556322,0
Q27142,R002153,1
Q10191,R496189,1
Q13876,R048801,1
Q21785,R722174,1
Q24058,R204180,1
